Car_ID,Service_Type,Service_Date,Service_Cost,Service_Center
C12137,Battery Replacement,2022-07-29,4181,Speed Garage
C12138,Tyre Change,2023-03-21,16560,CarZ
C12139,Engine Repair,2021-05-28,8687,Mechanix
C12140,Tyre Change,2020-02-02,9106,Mechanix
C12141,Engine Repair,2023-10-26,5432,Mechanix
C12142,Brake Service,2021-05-09,17378,AutoCare
C12143,Oil Change,2021-06-08,11520,Pitstop
C12144,Oil Change,2023-05-28,12171,CarZ
C12145,Tyre Change,2021-05-16,4473,Speed Garage
C12146,Oil Change,2023-05-25,5226,AutoCare
C12147,Oil Change,2022-11-28,15724,AutoCare
C12148,Oil Change,2020-08-09,4806,Pitstop
C12149,Tyre Change,2022-09-30,14696,Mechanix
C12150,Tyre Change,2020-04-21,8608,Pitstop
C12151,Engine Repair,2020-08-16,6772,FastFix
C12152,Brake Service,2022-07-18,2656,AutoCare
C12153,Full Service,2023-04-05,16778,CarZ
C12154,Oil Change,2022-05-31,2414,CarZ
C12155,Battery Replacement,2023-05-12,3508,Speed Garage
C12156,Full Service,2021-09-17,10620,Mechanix
C12157,Brake Service,2021-03-04,14740,FastFix
C12158,Battery Replacement,2021-11-19,7287,Speed Garage
C12159,Brake Service,2023-03-17,14629,CarZ
C12160,Battery Replacement,2022-08-01,19513,CarZ
C12161,Brake Service,2023-08-06,15165,FastFix
C12162,Tyre Change,2021-04-05,18847,CarZ
C12163,Engine Repair,2023-05-11,5635,Mechanix
C12164,Oil Change,2023-11-01,6316,Speed Garage
C12165,Tyre Change,2023-07-26,14755,Pitstop
C12166,Full Service,2022-07-30,10617,FastFix
C12167,Engine Repair,2023-01-09,16714,Speed Garage
C12168,Oil Change,2023-06-25,14751,AutoCare
C12169,Oil Change,2022-04-29,17733,AutoCare
C12170,Oil Change,2020-02-23,19087,Speed Garage
C12171,Battery Replacement,2023-03-17,5806,FastFix
C12172,Battery Replacement,2021-10-06,2837,Mechanix
C12173,Engine Repair,2022-04-21,9693,Speed Garage
C12174,Brake Service,2022-09-10,9785,Speed Garage
C12175,Full Service,2023-06-21,14405,Mechanix
C12176,Battery Replacement,2021-03-10,18930,Mechanix
C12177,Full Service,2022-04-25,15084,CarZ
C12178,Oil Change,2023-09-14,12729,Pitstop
C12179,Battery Replacement,2023-11-11,15538,CarZ
C12180,Full Service,2021-12-23,17983,AutoCare
C12181,Tyre Change,2023-09-05,2195,AutoCare
C12182,Full Service,2023-10-09,14507,FastFix
C12183,Full Service,2022-01-17,19489,CarZ
C12184,Full Service,2020-11-30,10797,Mechanix
C12185,Oil Change,2022-03-13,7825,Speed Garage
C12186,Battery Replacement,2020-08-08,15121,FastFix
C12187,Tyre Change,2023-04-22,15248,FastFix
C12188,Tyre Change,2023-05-13,2803,FastFix
C12189,Oil Change,2023-11-07,18974,AutoCare
C12190,Brake Service,2023-08-01,13898,Speed Garage
C12191,Battery Replacement,2023-11-26,4732,Speed Garage
C12192,Full Service,2022-06-13,19547,Mechanix
C12193,Full Service,2021-04-01,5190,FastFix
C12194,Battery Replacement,2020-01-28,3668,AutoCare
C12195,Oil Change,2022-11-03,11789,Pitstop
C12196,Oil Change,2020-07-31,19786,AutoCare
C12197,Engine Repair,2023-04-02,7880,Speed Garage
C12198,Full Service,2023-06-23,16487,AutoCare
C12199,Tyre Change,2020-07-09,12965,CarZ
C12200,Engine Repair,2020-07-02,3531,Mechanix
C12201,Oil Change,2023-10-10,16365,CarZ
C12202,Oil Change,2023-09-13,13866,FastFix
C12203,Battery Replacement,2020-08-30,8393,FastFix
C12204,Oil Change,2020-03-20,11478,FastFix
C12205,Full Service,2023-05-21,19273,Mechanix
C12206,Brake Service,2023-08-28,11947,AutoCare
C12207,Full Service,2021-04-05,10542,Pitstop
C12208,Brake Service,2023-11-05,18555,FastFix
C12209,Battery Replacement,2020-02-17,5984,Speed Garage
C12210,Full Service,2023-07-17,8482,FastFix
C12211,Engine Repair,2021-12-21,12941,CarZ
C12212,Tyre Change,2023-11-07,4403,CarZ
C12213,Brake Service,2022-10-18,16094,FastFix
C12214,Tyre Change,2020-10-23,18817,Pitstop
C12215,Full Service,2020-04-12,11893,Speed Garage
C12216,Brake Service,2020-10-12,8472,Speed Garage
C12217,Oil Change,2023-10-13,4030,Pitstop
C12218,Engine Repair,2020-10-20,18526,Pitstop
C12219,Full Service,2022-06-20,11509,Speed Garage
C12220,Oil Change,2023-11-28,15941,AutoCare
C12221,Brake Service,2022-07-28,3374,AutoCare
C12222,Engine Repair,2023-08-08,14719,AutoCare
C12223,Oil Change,2022-02-01,14791,Pitstop
C12224,Tyre Change,2023-05-29,10886,Mechanix
C12225,Full Service,2021-04-02,9011,AutoCare
C12226,Full Service,2022-10-09,10839,Pitstop
C12227,Oil Change,2022-12-25,6592,AutoCare
C12228,Tyre Change,2022-10-16,13765,Mechanix
C12229,Tyre Change,2020-04-02,14494,CarZ
C12230,Oil Change,2021-08-06,8549,Mechanix
C12231,Oil Change,2020-08-05,7397,Speed Garage
C12232,Brake Service,2021-03-07,10653,Speed Garage
C12233,Tyre Change,2021-01-27,10455,Mechanix
C12234,Oil Change,2020-11-06,11994,CarZ
C12235,Full Service,2020-06-29,12110,Speed Garage
C12236,Engine Repair,2022-11-15,15881,Pitstop
C12237,Oil Change,2022-08-21,4577,CarZ
C12238,Tyre Change,2022-07-15,14328,CarZ
C12239,Brake Service,2023-10-31,6188,AutoCare
C12240,Brake Service,2020-03-24,3119,Pitstop
C12241,Engine Repair,2023-11-26,10756,FastFix
C12242,Tyre Change,2020-04-18,2629,Mechanix
C12243,Full Service,2021-04-07,16854,AutoCare
C12244,Brake Service,2021-11-16,9561,FastFix
C12245,Battery Replacement,2023-04-26,3391,CarZ
C12246,Brake Service,2020-01-29,2159,Pitstop
C12247,Oil Change,2020-04-15,14872,AutoCare
C12248,Oil Change,2022-01-15,7492,Mechanix
C12249,Battery Replacement,2020-02-24,12291,AutoCare
C12250,Full Service,2021-12-26,15762,CarZ
C12251,Engine Repair,2020-02-18,15318,FastFix
C12252,Oil Change,2020-02-08,13801,Speed Garage
C12253,Engine Repair,2020-10-29,2905,Mechanix
C12254,Battery Replacement,2021-03-03,11467,Mechanix
C12255,Tyre Change,2020-04-04,15549,Pitstop
C12256,Full Service,2023-01-04,16284,FastFix
C12257,Battery Replacement,2020-06-29,17865,AutoCare
C12258,Tyre Change,2022-11-29,15288,FastFix
C12259,Oil Change,2020-08-25,14100,Pitstop
C12260,Battery Replacement,2023-06-21,10865,AutoCare
C12261,Tyre Change,2020-05-26,7312,AutoCare
C12262,Oil Change,2022-12-16,5517,CarZ
C12263,Brake Service,2021-08-04,14976,Mechanix
C12264,Engine Repair,2020-03-11,5765,Speed Garage
C12265,Brake Service,2022-07-11,16657,Speed Garage
C12266,Engine Repair,2021-08-19,9000,Mechanix
C12267,Engine Repair,2022-01-14,11343,Speed Garage
C12268,Oil Change,2020-09-30,16875,FastFix
C12269,Battery Replacement,2022-10-25,13134,AutoCare
C12270,Brake Service,2021-12-10,17975,CarZ
C12271,Battery Replacement,2023-06-19,14190,Mechanix
C12272,Brake Service,2023-11-07,14494,Mechanix
C12273,Tyre Change,2022-01-16,13023,AutoCare
C12274,Full Service,2021-09-11,16022,CarZ
C12275,Engine Repair,2023-12-13,7439,Pitstop
C12276,Battery Replacement,2022-11-15,19411,Mechanix
C12277,Full Service,2022-04-02,6948,AutoCare
C12278,Battery Replacement,2023-05-22,2950,Pitstop
C12279,Brake Service,2022-05-02,17167,AutoCare
C12280,Oil Change,2022-05-11,16737,AutoCare
C12281,Full Service,2022-07-27,3481,Pitstop
C12282,Brake Service,2021-01-17,17678,Pitstop
C12283,Brake Service,2022-09-07,13910,Mechanix
C12284,Full Service,2022-11-04,3737,Pitstop
C12285,Engine Repair,2022-05-09,2810,FastFix
C12286,Full Service,2022-07-07,12316,AutoCare
C12287,Tyre Change,2021-06-12,9156,Speed Garage
C12288,Tyre Change,2023-08-31,16146,Pitstop
C12289,Tyre Change,2023-07-03,16865,FastFix
C12290,Full Service,2021-09-22,9461,AutoCare
C12291,Battery Replacement,2021-01-28,13466,AutoCare
C12292,Brake Service,2023-09-20,17093,FastFix
C12293,Brake Service,2022-12-12,8028,AutoCare
C12294,Oil Change,2020-11-24,9335,Pitstop
C12295,Oil Change,2022-05-09,15043,FastFix
C12296,Full Service,2022-03-18,19666,Pitstop
C12297,Battery Replacement,2023-06-01,10745,FastFix
C12298,Engine Repair,2023-10-27,5534,Mechanix
C12299,Tyre Change,2022-02-11,13055,Mechanix
C12300,Engine Repair,2023-09-06,14785,CarZ
C12301,Full Service,2021-05-15,13702,AutoCare
C12302,Engine Repair,2022-11-02,10885,AutoCare
C12303,Tyre Change,2023-01-01,19200,CarZ
C12304,Full Service,2021-05-14,15982,Mechanix
C12305,Full Service,2021-12-28,5958,FastFix
C12306,Full Service,2022-04-16,18692,CarZ
C12307,Battery Replacement,2022-06-05,5811,AutoCare
C12308,Full Service,2021-12-29,7114,FastFix
C12309,Tyre Change,2020-11-17,16073,FastFix
C12310,Full Service,2021-10-05,9822,Mechanix
C12311,Oil Change,2023-06-06,9387,Mechanix
C12312,Oil Change,2022-10-08,12085,Mechanix
C12313,Tyre Change,2022-07-23,8264,CarZ
C12314,Battery Replacement,2021-12-23,9721,Pitstop
C12315,Engine Repair,2022-12-08,3006,Pitstop
C12316,Full Service,2021-09-07,4796,Pitstop
C12317,Battery Replacement,2022-09-27,4569,AutoCare
C12318,Battery Replacement,2022-02-18,18890,FastFix
C12319,Tyre Change,2023-10-31,10712,FastFix
C12320,Oil Change,2023-12-30,13586,Pitstop
C12321,Brake Service,2021-03-31,4198,FastFix
C12322,Tyre Change,2020-07-27,16566,FastFix
C12323,Full Service,2023-03-21,10894,AutoCare
C12324,Engine Repair,2023-04-02,3259,FastFix
C12325,Oil Change,2020-12-18,10153,Speed Garage
C12326,Tyre Change,2021-12-11,19808,Mechanix
C12327,Oil Change,2022-06-02,4010,CarZ
C12328,Tyre Change,2022-12-26,17326,CarZ
C12329,Oil Change,2020-02-08,8742,FastFix
C12330,Full Service,2021-01-06,17528,Pitstop
C12331,Engine Repair,2022-12-11,6972,FastFix
C12332,Tyre Change,2023-07-26,7829,Mechanix
C12333,Engine Repair,2022-08-24,9694,Speed Garage
C12334,Engine Repair,2021-08-23,9343,FastFix
C12335,Brake Service,2020-05-13,16518,Pitstop
C12336,Battery Replacement,2020-10-16,13730,Pitstop
C12337,Full Service,2023-05-12,13873,AutoCare
C12338,Brake Service,2023-01-09,13827,FastFix
C12339,Tyre Change,2021-06-15,17144,Mechanix
C12340,Tyre Change,2023-05-04,18810,Mechanix
C12341,Battery Replacement,2020-05-22,10150,FastFix
C12342,Battery Replacement,2022-07-28,11671,FastFix
C12343,Oil Change,2021-02-14,11322,Pitstop
C12344,Tyre Change,2023-03-30,9544,FastFix
C12345,Brake Service,2020-07-18,2875,Pitstop
C12346,Full Service,2020-02-14,10684,Mechanix
C12347,Full Service,2021-11-21,15148,FastFix
C12348,Oil Change,2022-09-10,6819,Mechanix
C12349,Battery Replacement,2020-03-06,6673,Speed Garage
C12350,Tyre Change,2020-04-07,7313,Pitstop
C12351,Brake Service,2021-04-12,12556,AutoCare
C12352,Battery Replacement,2023-01-03,5509,Pitstop
C12353,Battery Replacement,2022-12-10,18706,Pitstop
C12354,Engine Repair,2020-06-21,7160,Speed Garage
C12355,Engine Repair,2021-12-11,10801,FastFix
C12356,Oil Change,2021-07-30,15030,AutoCare
C12357,Tyre Change,2021-05-10,4258,CarZ
C12358,Engine Repair,2021-02-22,13782,FastFix
C12359,Brake Service,2022-06-07,3246,Pitstop
C12360,Brake Service,2022-09-14,5030,CarZ
C12361,Brake Service,2022-10-20,8520,Mechanix
C12362,Battery Replacement,2022-03-08,14127,AutoCare
C12363,Tyre Change,2023-01-08,2205,Pitstop
C12364,Battery Replacement,2021-06-01,18905,Mechanix
C12365,Brake Service,2022-05-06,12396,FastFix
C12366,Battery Replacement,2021-06-06,7736,Pitstop
C12367,Full Service,2023-12-27,19437,FastFix
C12368,Battery Replacement,2020-10-30,17889,FastFix
C12369,Battery Replacement,2021-08-29,3905,Mechanix
C12370,Battery Replacement,2020-06-11,15930,Speed Garage
C12371,Battery Replacement,2020-11-28,10561,FastFix
C12372,Brake Service,2022-10-09,5690,Speed Garage
C12373,Brake Service,2022-05-19,15823,Mechanix
C12374,Battery Replacement,2020-03-25,7382,Speed Garage
C12375,Tyre Change,2023-07-31,4954,CarZ
C12376,Oil Change,2022-05-21,17524,CarZ
C12377,Engine Repair,2020-08-31,14329,AutoCare
C12378,Tyre Change,2020-05-17,8010,FastFix
C12379,Brake Service,2021-02-13,7453,FastFix
C12380,Tyre Change,2023-07-28,10119,Speed Garage
C12381,Tyre Change,2021-09-14,12402,Speed Garage
C12382,Full Service,2021-05-11,9562,Speed Garage
C12383,Engine Repair,2023-01-29,6246,AutoCare
C12384,Engine Repair,2022-12-11,14619,Pitstop
C12385,Oil Change,2021-10-23,2852,CarZ
C12386,Engine Repair,2021-05-19,13331,Speed Garage
C12387,Tyre Change,2020-07-06,11860,FastFix
C12388,Battery Replacement,2021-07-20,14928,Mechanix
C12389,Battery Replacement,2021-06-14,5856,Speed Garage
C12390,Engine Repair,2022-06-27,14019,FastFix
C12391,Battery Replacement,2022-05-20,2498,Speed Garage
C12392,Oil Change,2021-10-17,2922,Pitstop
C12393,Brake Service,2022-06-06,9889,FastFix
C12394,Tyre Change,2022-08-09,13262,CarZ
C12395,Full Service,2023-08-23,10402,Mechanix
C12396,Full Service,2021-02-06,3309,Speed Garage
C12397,Engine Repair,2022-02-12,8836,Mechanix
C12398,Tyre Change,2021-10-11,16176,Speed Garage
C12399,Tyre Change,2022-01-17,16066,Pitstop
C12400,Tyre Change,2020-09-02,7141,Mechanix
C12401,Tyre Change,2020-05-14,4626,Speed Garage
C12402,Tyre Change,2021-11-19,19226,Mechanix
C12403,Tyre Change,2023-01-02,4466,CarZ
C12404,Battery Replacement,2021-09-13,12271,AutoCare
C12405,Battery Replacement,2023-09-10,7620,AutoCare
C12406,Tyre Change,2021-09-24,18069,CarZ
C12407,Brake Service,2023-10-18,10212,CarZ
C12408,Full Service,2021-02-22,19481,AutoCare
C12409,Engine Repair,2022-07-23,3103,Mechanix
C12410,Brake Service,2021-05-25,7358,Pitstop
C12411,Brake Service,2022-03-30,5075,AutoCare
C12412,Battery Replacement,2022-08-05,18934,FastFix
C12413,Oil Change,2023-01-26,14980,Mechanix
C12414,Oil Change,2022-11-24,3093,Speed Garage
C12415,Engine Repair,2023-01-24,2508,Speed Garage
C12416,Battery Replacement,2020-05-22,18035,FastFix
C12417,Engine Repair,2023-09-16,16375,AutoCare
C12418,Battery Replacement,2020-01-31,19846,FastFix
C12419,Full Service,2020-02-07,9822,CarZ
C12420,Battery Replacement,2021-12-01,18350,AutoCare
C12421,Oil Change,2022-05-04,8868,Mechanix
C12422,Tyre Change,2020-06-01,12730,Mechanix
C12423,Tyre Change,2023-06-06,5740,CarZ
C12424,Tyre Change,2021-12-15,16355,AutoCare
C12425,Brake Service,2022-12-16,5393,AutoCare
C12426,Battery Replacement,2021-01-21,11993,Speed Garage
C12427,Battery Replacement,2020-03-14,8242,CarZ
C12428,Battery Replacement,2021-07-05,19506,Mechanix
C12429,Brake Service,2023-09-01,13269,Mechanix
C12430,Battery Replacement,2023-12-21,6281,CarZ
C12431,Full Service,2023-05-20,12933,Pitstop
C12432,Brake Service,2020-07-06,10102,FastFix
C12433,Battery Replacement,2022-09-11,9447,Pitstop
C12434,Brake Service,2023-11-20,7968,Speed Garage
C12435,Battery Replacement,2020-08-22,3852,FastFix
C12436,Battery Replacement,2022-10-08,3621,Speed Garage
C12437,Engine Repair,2021-04-21,11417,FastFix
C12438,Tyre Change,2021-06-24,5087,CarZ
C12439,Full Service,2020-02-22,2267,Pitstop
C12440,Engine Repair,2022-02-21,10781,Speed Garage
C12441,Full Service,2023-07-06,9345,FastFix
C12442,Engine Repair,2021-10-31,14997,FastFix
C12443,Brake Service,2021-05-17,17661,Pitstop
C12444,Brake Service,2020-04-09,15942,AutoCare
C12445,Full Service,2020-10-28,2350,Mechanix
C12446,Full Service,2021-01-24,17389,Pitstop
C12447,Oil Change,2023-12-30,18708,Speed Garage
C12448,Oil Change,2022-06-11,5853,Pitstop
C12449,Battery Replacement,2023-10-07,9811,Speed Garage
C12450,Oil Change,2023-09-10,6588,FastFix
C12451,Brake Service,2020-10-16,17853,FastFix
C12452,Engine Repair,2023-09-22,8598,CarZ
C12453,Engine Repair,2023-08-05,19480,CarZ
C12454,Full Service,2022-05-07,11039,Mechanix
C12455,Engine Repair,2020-02-15,18978,Speed Garage
C12456,Battery Replacement,2022-12-11,16266,Pitstop
C12457,Full Service,2020-11-19,10080,FastFix
C12458,Battery Replacement,2021-01-29,2581,Speed Garage
C12459,Battery Replacement,2023-10-15,16912,CarZ
C12460,Brake Service,2022-04-16,13564,Speed Garage
C12461,Oil Change,2021-04-28,8806,FastFix
C12462,Tyre Change,2021-11-23,16659,Pitstop
C12463,Engine Repair,2020-05-30,14356,AutoCare
C12464,Engine Repair,2023-04-18,18996,AutoCare
C12465,Engine Repair,2021-11-22,14101,AutoCare
C12466,Full Service,2020-06-24,14641,AutoCare
C12467,Oil Change,2023-01-11,5955,Speed Garage
C12468,Oil Change,2023-04-30,3984,CarZ
C12469,Tyre Change,2020-08-22,13663,AutoCare
C12470,Oil Change,2023-10-22,14458,AutoCare
C12471,Tyre Change,2020-02-27,17713,FastFix
C12472,Full Service,2022-08-06,13969,Speed Garage
C12473,Brake Service,2021-10-06,7325,Speed Garage
C12474,Oil Change,2020-04-28,14945,Pitstop
C12475,Engine Repair,2020-03-06,10775,Pitstop
C12476,Oil Change,2021-12-21,19291,Pitstop
C12477,Engine Repair,2022-02-21,4729,Mechanix
C12478,Tyre Change,2022-04-15,15537,Speed Garage
C12479,Brake Service,2022-06-27,6390,AutoCare
C12480,Battery Replacement,2020-05-19,3146,Pitstop
C12481,Oil Change,2020-06-14,4528,AutoCare
C12482,Tyre Change,2021-01-21,17965,FastFix
C12483,Tyre Change,2022-02-18,6982,Mechanix
C12484,Oil Change,2023-10-10,6576,Pitstop
C12485,Brake Service,2022-04-19,15875,Pitstop
C12486,Brake Service,2020-10-14,9759,CarZ
C12487,Full Service,2021-10-28,7442,Mechanix
C12488,Battery Replacement,2021-10-28,3218,Mechanix
C12489,Battery Replacement,2023-11-06,14403,AutoCare
C12490,Full Service,2021-02-14,4887,AutoCare
C12491,Full Service,2023-06-19,3279,Mechanix
C12492,Brake Service,2021-08-01,9201,Mechanix
C12493,Battery Replacement,2023-11-17,9685,Pitstop
C12494,Oil Change,2021-01-10,12675,Mechanix
C12495,Oil Change,2023-05-02,8969,Mechanix
C12496,Battery Replacement,2023-05-02,5477,Pitstop
C12497,Full Service,2023-05-05,3208,FastFix
C12498,Battery Replacement,2020-10-23,5369,FastFix
C12499,Full Service,2020-08-18,19659,AutoCare
C12500,Full Service,2023-10-23,15633,FastFix
C12501,Oil Change,2020-06-23,2267,Mechanix
C12502,Battery Replacement,2021-03-13,8739,FastFix
C12503,Full Service,2021-01-20,12556,Pitstop
C12504,Engine Repair,2021-07-15,2976,CarZ
C12505,Oil Change,2022-12-10,19490,AutoCare
C12506,Oil Change,2021-12-10,7949,AutoCare
C12507,Engine Repair,2020-05-13,13204,FastFix
C12508,Engine Repair,2022-03-16,9631,Speed Garage
C12509,Full Service,2022-03-01,6934,Pitstop
C12510,Oil Change,2021-02-07,12597,CarZ
C12511,Brake Service,2020-11-15,12869,Pitstop
C12512,Full Service,2023-08-19,14938,CarZ
C12513,Brake Service,2022-07-06,16175,FastFix
C12514,Oil Change,2020-01-17,14075,AutoCare
C12515,Oil Change,2020-03-02,7226,FastFix
C12516,Battery Replacement,2023-10-21,5635,CarZ
C12517,Battery Replacement,2022-04-20,3175,Mechanix
C12518,Brake Service,2021-08-28,14278,Pitstop
C12519,Battery Replacement,2020-02-12,7797,FastFix
C12520,Brake Service,2022-05-28,19414,Speed Garage
C12521,Oil Change,2023-03-24,11023,Pitstop
C12522,Tyre Change,2020-05-16,16311,FastFix
C12523,Full Service,2020-10-08,18737,AutoCare
C12524,Oil Change,2023-11-20,4666,Pitstop
C12525,Brake Service,2021-07-26,15728,FastFix
C12526,Battery Replacement,2020-05-27,2540,AutoCare
C12527,Oil Change,2023-09-14,14849,CarZ
C12528,Oil Change,2020-07-16,15800,AutoCare
C12529,Brake Service,2023-12-02,12054,AutoCare
C12530,Full Service,2023-08-18,12893,CarZ
C12531,Battery Replacement,2022-07-22,4195,Mechanix
C12532,Oil Change,2023-08-06,9658,CarZ
C12533,Tyre Change,2022-04-07,6032,Pitstop
C12534,Tyre Change,2020-08-05,8953,Speed Garage
C12535,Tyre Change,2020-10-12,4601,CarZ
C12536,Engine Repair,2023-08-25,12902,Pitstop
C12537,Full Service,2022-10-03,10646,FastFix
C12538,Oil Change,2022-11-02,16130,FastFix
C12539,Brake Service,2023-10-27,11950,CarZ
C12540,Oil Change,2023-11-03,11255,CarZ
C12541,Tyre Change,2023-05-03,17426,Mechanix
C12542,Brake Service,2021-04-03,14266,Mechanix
C12543,Engine Repair,2021-09-11,10019,AutoCare
C12544,Tyre Change,2022-08-20,7133,Speed Garage
C12545,Tyre Change,2020-01-31,3418,FastFix
C12546,Engine Repair,2020-02-29,17622,Mechanix
C12547,Oil Change,2020-01-28,12253,CarZ
C12548,Full Service,2023-07-02,14378,CarZ
C12549,Engine Repair,2022-11-30,16740,AutoCare
C12550,Engine Repair,2023-03-12,7673,Speed Garage
C12551,Oil Change,2022-10-26,18728,CarZ
C12552,Oil Change,2023-12-05,8274,FastFix
C12553,Brake Service,2021-10-06,6279,CarZ
C12554,Full Service,2023-10-24,18913,Speed Garage
C12555,Full Service,2021-07-07,6734,Mechanix
C12556,Full Service,2021-01-06,7649,FastFix
C12557,Tyre Change,2022-08-01,11773,AutoCare
C12558,Oil Change,2021-05-29,2395,FastFix
C12559,Brake Service,2021-03-19,12909,CarZ
C12560,Tyre Change,2021-03-13,12789,Pitstop
